code,families,non_families
05444,91076,56448
05445,189928,70779
05446,110768,56575
05447,51135,56575
05448,97247,45297
05450,80478,33965
05452,110173,66968
05454,98611,60530
05455,117762,61020
05456,113057,58143
05457,92502,42228
05458,103007,55069
05459,68302,40347
05461,127424,46583
05462,108890,66653
05463,88656,44854
05464,85654,54041
05465,129991,68656
05468,97375,52676
05471,65113,26334
05472,100269,59001
05473,139659,56705
05474,105996,60294
05476,66868,32542
05477,123704,59230
05478,99567,38699
05481,99567,38699
05482,162296,74444
05483,101515,41028
05485,55626,41028
05486,156557,64828
05487,93890,44898
05488,95169,40727
05489,124541,70217
05491,86535,51446
05492,82490,40101
05494,124106,69247
05495,117323,69910
05602,104121,53067
05640,95003,49089
05641,78052,39389
05647,69011,39587
05648,103391,80552
05649,94867,53067
05650,89294,61774
05651,91141,39144
05652,70997,37673
05653,58714,94440
05654,55230,80721
05655,81329,43594
05656,77428,34116
05657,133648,21838
05658,84692,67586
05660,109074,75525
05661,84529,56438
05663,88204,57752
05664,88204,57752
05667,77579,51495
05669,74624,64684
05672,142739,62226
05673,125670,68729
05674,154041,49837
05675,71072,49108
05676,105235,47010
05677,111417,48253
05678,40339,48253
05679,87832,35355
05680,84318,50618
05681,81862,34788
05682,88907,47272
05701,85624,42033
05730,73517,117757
05732,59688,87121
05733,87224,41046
05734,95305,48120
05735,82458,34889
05736,100193,39496
05737,107372,52727
05738,99421,74346
05739,78737,54363
05740,78737,54363
05742,109114,60731
05743,65384,42043
05744,69316,35137
05747,79892,64540
05748,63558,37169
05751,142666,43890
05753,109345,47863
05757,81174,36251
05758,93887,60991
05759,79887,34585
05760,84801,41989
05761,114111,38799
05762,86451,45429
05763,76311,47371
05764,75325,41534
05765,90196,43647
05766,78310,51582
05767,81182,48445
05769,85586,49432
05770,102041,69205
05772,104534,49955
05773,86376,38612
05774,95948,38415
05775,73257,40548
05776,86676,43398
05777,81289,39334
05778,80326,50358
05819,71439,42520
05820,60466,38064
05821,126312,41727
05822,62708,40681
05824,69018,34433
05825,60418,27963
05826,72334,55751
05827,64236,57868
05828,87089,44948
05829,67762,30312
05830,74457,39186
05832,89364,33480
05833,71781,28633
05836,77250,44862
05837,49425,28952
05839,70655,29666
05841,71418,73746
05842,78487,57013
05843,68397,41569
05845,58955,31386
05846,60143,24801
05847,61439,38209
05850,61439,38209
05851,96609,44469
05853,68625,68948
05855,79693,36342
05857,77829,58969
05858,67644,33963
05859,66605,34077
05860,58795,40591
05862,82067,55273
05866,70027,50931
05867,75915,28437
05868,75677,31027
05871,65708,36264
05872,64948,31535
05873,76350,57409
05874,89248,31909
05875,117367,47312
05901,43733,47312
05902,47758,16765
05903,68456,35178
05904,37818,17717
05905,90548,42010
05906,55278,29569
05907,56335,31393
06001,225498,83030
06002,119720,63395
06010,99489,52875
06013,163222,93214
06016,107293,65877
06018,98231,63153
06019,139890,81077
06020,139890,81077
06021,104855,90209
06022,104855,90209
06023,95274,64869
06024,114884,71652
06026,124523,59548
06027,123528,76038
06029,145982,64707
06031,159733,100947
06032,170712,90427
06033,171363,85671
06035,159215,68584
06037,138055,70303
06039,132066,86049
06040,96080,58118
06042,97792,69940
06043,137537,81071
06051,53863,29628
06052,102667,57331
06053,73117,46773
06057,140749,67601
06058,132470,68512
06059,132470,68512
06060,163586,104680
06061,163586,104680
06062,101861,49316
06063,130974,81847
06065,126165,60141
06066,96256,53581
06067,127622,66965
06068,163575,79033
06069,192958,71594
06070,188988,84157
06071,146844,78884
06073,213556,97647
06074,142292,58374
06076,109327,53407
06078,169187,70815
06081,100946,58222
06082,103856,57502
06084,163832,68582
06085,155340,63853
06088,95701,55378
06089,202825,68744
06090,201768,86734
06091,94659,57917
06092,202949,48177
06093,130909,128288
06095,115677,73820
06096,101437,61280
06098,91522,53499
06103,149316,80969
06105,86394,42447
06106,52529,34266
06107,186762,106413
06108,76328,44165
06109,126734,60839
06110,103086,62742
06111,108814,63990
06112,60194,31419
06114,55886,32588
06117,219583,69462
06118,84617,53883
06119,148881,73526
06120,35045,24607
06160,35045,24607
06226,52035,34322
06231,141901,89692
06232,123700,57522
06234,97461,55990
06235,99132,55419
06237,130125,76586
06238,125553,64582
06239,84652,44856
06241,95186,47293
06242,105671,63607
06243,105671,63607
06247,97173,64417
06248,143329,92002
06249,116239,72452
06250,154431,60602
06254,131687,51113
06255,95962,55567
06256,83266,41210
06259,130363,55821
06260,88691,44298
06262,95602,42213
06263,95602,48214
06264,128428,48214
06266,71205,51465
06268,139670,46953
06269,139670,46953
06277,108610,55666
06278,108282,47889
06279,122804,55076
06280,92443,67217
06281,123333,47618
06282,110055,47618
06320,69439,42098
06330,97952,50090
06331,114271,47632
06332,117005,43166
06333,151129,85403
06334,102202,64583
06335,122312,59728
06336,180735,59728
06339,128878,62647
06340,91819,57561
06350,91819,57086
06351,99657,53269
06353,99657,53269
06354,84864,36960
06355,139703,71339
06357,122687,61177
06359,113280,45790
06360,88153,45570
06365,106793,53049
06370,109259,56358
06371,171546,62737
06373,64331,62737
06374,88341,48805
06375,126991,87377
06376,115529,87377
06377,88918,70060
06378,163649,96790
06379,102299,50622
06380,64649,37921
06382,92620,48150
06384,95696,45713
06385,121701,56622
06387,69487,56622
06389,69487,56622
06390,114860,301975
06401,84515,39956
06403,126044,59006
06405,132435,68959
06409,81688,31214
06410,157825,66887
06412,124926,63942
06413,114778,49936
06414,114778,49936
06415,128338,80566
06416,128972,89800
06417,114162,89674
06418,89887,46554
06419,155315,64071
06420,149162,68051
06422,167323,78949
06423,132008,68679
06424,133931,59040
06426,186434,73725
06437,180912,91077
06438,158455,62592
06441,133893,75831
06442,102008,71946
06443,164011,73872
06444,164011,73872
06447,153471,63425
06450,88365,55702
06451,86849,50538
06455,139219,65465
06456,142259,55273
06457,111769,58477
06460,132622,73086
06461,134937,68814
06467,108830,68814
06468,162373,67171
06469,133244,45355
06470,170104,73188
06471,144217,52309
06472,138263,80512
06473,147317,63466
06475,135470,68908
06477,167881,62909
06478,132552,87077
06479,122763,56634
06480,139106,67821
06481,116335,51485
06482,182344,84855
06483,115935,49910
06484,136476,66907
06488,146920,65035
06489,127342,51364
06492,118656,56963
06498,186221,58995
06510,159336,71385
06511,85684,49142
06512,97047,56998
06513,62902,38746
06514,104654,58847
06515,98995,55699
06516,88389,50795
06517,138981,68239
06518,123914,57779
06519,49197,45330
06524,165576,90745
06525,183574,70597
06604,65386,38634
06605,70079,50150
06606,80207,57024
06607,50835,39524
06608,52062,30536
06610,70617,34992
06611,168042,61507
06612,207045,110389
06614,120288,57929
06615,88460,59225
06702,28022,14240
06704,58051,32746
06705,64420,42044
06706,62780,39703
06708,85291,47318
06710,55114,30648
06712,125467,74486
06716,112287,59173
06750,139218,65045
06751,142740,70548
06752,167588,157225
06754,134543,109948
06755,106393,44189
06756,133454,72323
06757,114669,65438
06758,138389,174994
06759,146308,64802
06762,153062,69750
06763,140636,90697
06770,108856,56292
06776,133952,53301
06777,138709,91754
06778,90240,59242
06779,90938,47466
06782,109340,68315
06783,234971,145745
06784,198391,124475
06785,169501,81097
06786,109079,61250
06787,97357,48344
06790,88881,47487
06791,127789,88809
06793,319548,166134
06794,211662,42325
06795,137626,58123
06796,185426,74379
06798,137881,66877
06801,138446,79345
06804,154936,63397
06807,281674,105145
06810,86254,59388
06811,136774,75073
06812,157368,73607
06820,404186,107524
06824,249406,93606
06825,169532,71725
06830,315014,101780
06831,336181,178662
06840,401759,115357
06850,141943,85262
06851,143185,88905
06853,330785,201141
06854,99534,87161
06855,125367,77008
06856,125367,77008
06870,358223,108200
06877,254238,104324
06878,359868,122022
06880,365620,123598
06883,317011,163497
06890,295082,152677
06896,201203,87315
06897,287952,117993
06901,159919,91749
06902,121886,98336
06903,306414,146793
06905,176879,108944
06906,141942,71457
06907,150856,78696
07001,101097,45764
07002,91410,52388
07003,109782,61658
07004,163905,58557
07005,161763,83898
07006,194249,88717
07008,89036,54816
07009,183222,58539
07010,109690,73093
07011,82385,42811
07012,123965,62428
07013,126859,56937
07014,106893,98188
07016,169496,76344
07017,66950,42871
07018,67804,43498
07020,156088,98442
07021,323362,138344
07022,81450,48001
07023,177105,76336
07024,128765,66434
07026,80201,54216
07027,132229,75326
07028,296915,98952
07029,89120,64840
07030,245043,131655
07031,113682,60478
07032,87730,55002
07033,119539,172288
07034,114598,57235
07035,111520,66906
07036,88902,51890
07039,243839,81901
07040,202252,86617
07041,222146,82006
07042,194611,87000
07043,293501,109179
07044,176580,71039
07045,232868,117932
07046,325875,91670
07047,88409,55908
07050,58004,41191
07052,156815,80952
07054,140595,65920
07055,61804,31361
07057,100541,62613
07058,169356,78351
07059,267013,71401
07060,80677,55360
07062,86445,79284
07063,96696,48117
07064,98509,62512
07065,112328,58219
07066,147147,65563
07067,136107,60346
07068,202888,79416
07069,211922,128419
07070,147082,69500
07071,109533,59479
07072,118657,65470
07073,108563,54113
07074,91297,41490
07075,134924,64174
07076,190072,81516
07077,104911,54955
07078,408278,171136
07079,233891,83041
07080,119963,60375
07081,168811,79563
07082,172514,64779
07083,116576,62314
07086,164677,102414
07087,62890,51884
07088,78905,52136
07090,269593,94505
07092,196715,72908
07093,77661,62882
07094,137620,80980
07095,108079,55613
07102,55342,35361
07103,50103,29445
07104,60733,37369
07105,60462,50971
07106,62117,37406
07107,55852,24924
07108,45812,28793
07109,96299,55879
07110,139756,64719
07111,62302,40392
07112,59328,43354
07114,52870,29803
07201,61779,39832
07202,65660,38325
07203,86396,47943
07204,104467,58948
07205,89973,57172
07206,52329,41442
07208,74503,40744
07302,190190,123710
07304,73759,43480
07305,80686,50379
07306,78975,62213
07307,82645,67752
07310,237524,137524
07311,315498,186971
07401,241316,56198
07403,125514,70355
07405,167774,81936
07407,98944,54256
07410,151519,64639
07416,92893,58615
07417,251924,99580
07418,132548,127078
07419,120347,68275
07420,98362,64939
07421,122128,81873
07422,118197,72327
07423,259569,155749
07424,120913,78730
07430,173256,83734
07432,149393,76355
07435,179906,89756
07436,157553,81079
07438,142236,71820
07439,115920,61376
07440,154875,60315
07442,121454,77587
07444,155351,60980
07446,205906,102279
07450,265573,103576
07452,229325,56937
07456,152239,79960
07457,144894,91280
07458,313454,108125
07460,137717,81819
07461,112979,56737
07462,115079,75736
07463,151961,69889
07465,158751,68704
07470,164170,76281
07480,130965,58321
07481,226971,85267
07495,226971,85267
07501,48390,27171
07502,80442,47219
07503,61983,34727
07504,75566,45067
07505,38537,28511
07506,126877,69910
07508,110480,56491
07512,133026,86523
07513,58012,25784
07514,59462,36154
07522,44929,32065
07524,63694,30443
07601,89423,63987
07603,103198,59866
07604,130410,67848
07605,149929,71044
07606,94383,52714
07607,126465,99900
07608,62733,29926
07620,263118,122345
07621,131396,54222
07624,190437,72994
07626,187009,199762
07627,274275,105311
07628,145519,61795
07630,148457,50939
07631,138811,98163
07632,224985,134042
07640,188350,64288
07641,220513,94407
07642,180470,55529
07643,90046,56291
07644,92318,50410
07645,175725,160445
07646,135476,72093
07647,151057,55989
07648,209473,66122
07649,201511,70531
07650,93912,59478
07652,162219,61015
07656,180792,57459
07657,98845,57755
07660,116285,62004
07661,164329,69804
07662,116332,52111
07663,124875,57905
07666,169072,61207
07670,255966,77139
07675,194199,81795
07676,165790,77391
07677,257252,89995
07701,149986,79018
07702,189431,63826
07703,189431,63826
07704,235222,114577
07711,220248,158642
07712,117881,59934
07716,182571,68066
07717,205678,83665
07718,129353,103987
07719,137361,79634
07720,154117,72822
07721,105957,67244
07722,241394,77945
07723,196194,55546
07724,137123,64610
07726,169771,60739
07727,122866,61265
07728,140939,56983
07730,129472,66237
07731,130760,82819
07732,135036,58792
07733,228133,81432
07734,87150,52283
07735,101200,49967
07737,123779,60212
07738,174635,41496
07739,253486,96731
07740,91600,66155
07746,196692,89086
07747,140902,74967
07748,164504,69697
07750,212368,89026
07751,203003,122157
07753,104915,59396
07755,128816,59565
07756,157930,55705
07757,132154,50898
07758,134214,55071
07760,350107,113766
07762,153855,80173
07764,143895,72613
07801,95818,50840
07803,107278,72396
07820,107278,72396
07821,138384,74712
07822,85174,81743
07823,95916,46874
07825,131532,61486
07826,114396,69851
07827,96552,56173
07828,118345,59416
07830,179030,60837
07832,127790,80364
07833,84247,47196
07834,186472,68145
07836,202941,54462
07838,138659,78696
07840,125227,61156
07842,122032,61156
07843,111861,67378
07846,111861,67378
07847,137752,72874
07848,152903,59567
07849,143734,55465
07850,113904,62130
07851,131271,62130
07852,144881,65700
07853,187129,89397
07856,163806,77121
07857,109750,49060
07860,120882,62807
07863,110311,50215
07865,137617,88952
07866,143045,73704
07869,192567,75307
07870,192567,75307
07871,181677,94225
07874,109998,65484
07876,159030,75593
07878,120564,95102
07880,120564,95102
07881,120564,95102
07882,117636,67999
07885,103167,68552
07901,280458,104024
07920,236579,115989
07921,196704,105050
07922,229179,113249
07924,278657,65808
07926,278657,65808
07927,148767,129070
07928,320071,101310
07930,222046,125057
07931,394749,105601
07932,202808,87647
07933,222326,77098
07934,236037,74616
07935,335593,85647
07936,172855,69964
07939,172855,69964
07940,236008,88241
07945,305890,59718
07946,233040,113382
07950,177225,77282
07960,201014,116673
07961,201014,116673
07970,204300,116673
07974,215209,89372
07976,164777,96296
07977,120564,83750
07979,131185,344887
07980,206087,40736
07981,170527,75880
08001,96868,40962
08002,129916,56289
08003,180734,69840
08004,111551,72446
08005,98598,53803
08006,132003,41737
08007,105315,52431
08008,160587,84903
08009,108589,63058
08010,92267,55107
08011,92267,55107
08012,99316,52228
08014,99517,52228
08015,81597,48910
08016,114168,53155
08019,111987,80170
08020,112849,43249
08021,79144,38758
08022,141178,55593
08023,57951,31745
08026,119433,58612
08027,93515,44731
08028,97115,51820
08029,87640,39065
08030,75337,40909
08031,77180,46984
08033,206332,78532
08034,127788,65237
08035,141598,50499
08036,162642,49794
08037,104977,63328
08038,136064,25215
08039,77375,25215
08041,128545,82160
08042,149703,82160
08043,164133,61325
08045,94192,34180
08046,91759,56959
08048,140302,60705
08049,82137,50340
08050,113182,60582
08051,116901,58340
08052,88271,52849
08053,140787,67126
08054,150410,76467
08055,167049,75698
08056,189115,80106
08057,227029,78983
08059,91317,43199
08060,119983,56693
08061,151668,79810
08062,169507,63229
08063,83494,34060
08064,83494,34060
08065,90231,61433
08066,78247,40880
08067,130352,47636
08068,97277,46528
08069,70690,46254
08070,110326,44523
08071,108534,47883
08072,95185,43550
08073,108024,43550
08074,108024,43550
08075,107180,61897
08077,135883,80630
08078,81181,47548
08079,80092,40725
08080,142060,66690
08081,110661,60836
08083,103361,59523
08084,105057,55764
08085,151544,83252
08086,120029,61618
08087,92100,53917
08088,116789,56163
08089,95449,33447
08090,113103,65039
08091,82986,54947
08092,110310,54139
08093,100308,43280
08094,106091,48437
08095,106091,48437
08096,103898,54228
08097,103962,52970
08098,124146,55142
08102,40827,26979
08103,44796,40154
08104,35573,26095
08105,48355,29357
08106,110539,53127
08107,89672,44268
08108,130273,68539
08109,90810,47753
08110,78358,51696
08201,92042,62087
08202,199292,82308
08203,109112,59779
08204,104615,46973
08205,92384,52184
08210,101674,67863
08212,91144,48678
08215,95435,70097
08217,95435,70097
08221,144813,62237
08223,121185,46589
08224,93890,60625
08225,114659,72881
08226,131464,62651
08230,124949,49618
08232,62275,36740
08234,107848,46741
08240,107848,46741
08241,147232,80615
08242,74236,42962
08243,135688,63240
08244,89198,55439
08246,89198,55439
08247,175618,156030
08248,225505,156030
08251,72585,48828
08260,91308,54062
08270,90902,40931
08302,74645,40081
08310,72992,40624
08311,70364,65334
08312,115896,45988
08314,80678,45988
08316,82268,58157
08317,107850,45562
08318,109640,54707
08319,112810,50098
08320,112810,50098
08321,47285,23365
08322,106368,57886
08323,103485,47944
08324,122897,47944
08326,91580,110099
08327,81149,44026
08328,86277,37212
08329,65888,37212
08330,94932,60964
08332,73756,39688
08340,101149,63029
08341,77481,29921
08343,125754,67362
08344,97322,59683
08345,71291,39850
08346,60286,24363
08348,80000,54931
08349,71214,28944
08350,137923,49692
08352,80877,41498
08353,82668,41314
