zipcode,population_2,density
14816,577,59.2
14817,2782,26.4
14818,1968,19.7
14819,740,7.4
14820,627,8.7
14821,3280,22.7
14822,857,8.3
14823,3691,15
14824,691,13.1
14825,789,18.2
14826,1962,12.8
14827,116,497.7
14830,19031,81.1
14836,878,11.2
14837,5828,28.6
14838,2089,20.2
14839,600,6.4
14840,2567,16.9
14841,644,12.3
14842,913,22.4
14843,12569,50.7
14845,21004,103.7
14846,778,8.7
14847,2311,22.1
14850,67991,210.3
14853,2125,2132.1
14854,77,68.1
14855,810,10.7
14856,0,0
14858,1357,14.3
14859,1099,13.5
14860,1192,22.8
14861,1160,12.6
14864,1093,34.8
14865,2740,47.8
14867,5532,31.5
14869,1396,28.6
14870,9891,59.2
14871,4262,31.1
14872,398,26.5
14873,2260,11.8
14874,151,36.8
14877,713,6
14878,649,15.7
14879,2285,20.1
14880,1711,12.7
14881,206,51.9
14882,3971,47.2
14883,4696,25
14884,317,5.4
14885,680,6.2
14886,6597,33.9
14889,1433,13
14891,4433,31.5
14892,7894,72.2
14893,50,248.8
14894,1458,46.2
14895,9219,30.7
14897,661,10.4
14898,1788,11.3
14901,15656,182.1
14903,7184,128.1
14904,14696,879.8
14905,8330,866.8
15001,32200,206
15003,11414,736.6
15004,377,1282.7
15005,9295,222.6
15006,309,494
15007,594,572.4
15009,15813,262
15010,28863,218.3
15012,15275,172.9
15014,3135,2481.5
15015,1286,532.2
15017,16579,524.7
15018,1092,515
15019,1464,24.4
15020,376,60.6
15021,6460,27.1
15022,10327,216.2
15024,8863,195
15025,16515,382.9
15026,3924,43.8
15027,2310,644.1
15028,169,325.3
15030,1070,275.1
15031,492,603.3
15033,4590,745.8
15034,1592,636.1
15035,2047,1876.4
15037,10197,151.4
15038,326,428.7
15042,8040,183.7
15043,2226,27
15044,28424,281
15045,4458,1088.3
15046,2622,484
15047,227,502.7
15049,915,630.1
15050,2426,39.7
15051,464,376.5
15052,2994,60.6
15053,75,255.8
15054,557,260.2
15055,1131,655.2
15056,1061,432.3
15057,17637,126
15059,4326,114.1
15060,924,445.2
15061,12493,279
15062,6941,926.3
15063,10967,154.4
15064,237,142.3
15065,11259,348.9
15066,12384,221
15067,2522,562.3
15068,36931,313.8
15071,11927,250.9
15072,39,255.3
15074,8126,211
15075,34,478
15076,827,255.6
15077,214,98.7
15078,563,368.2
15081,330,411.1
15082,196,289.3
15083,948,96
15084,9882,131.8
15085,7889,329.7
15086,559,115.8
15087,84,25.8
15088,429,1004.9
15089,6556,141
15090,25459,449.5
15101,26233,471.7
15102,30765,1118.1
15104,8098,1267.3
15106,19234,745.3
15108,43305,423
15110,5280,1122.5
15112,3147,1449.1
15116,14088,705.6
15120,18332,1509.8
15122,19348,577.8
15123,4,22.6
15126,6684,130.8
15129,10302,513.6
15131,8274,483.7
15132,19591,1343.1
15133,6078,696.5
15135,4968,380.2
15136,23071,828.8
15137,10242,502.8
15139,6722,1350
15140,3117,1960.4
15142,1394,239
15143,22205,232.3
15144,4010,744.9
15145,6764,1362.5
15146,28650,563.7
15147,16361,631
15148,2500,866.2
15201,13057,2618.7
15202,20028,1726.7
15203,10207,2656.1
15204,8124,1668.2
15205,23410,773.8
15206,29435,2385.7
15207,9963,847.3
15208,9153,2358.9
15209,11743,941
15210,26964,2212.4
15211,10512,2562.2
15212,28461,1895.5
15213,28172,4457.8
15214,14935,1252.7
15215,12966,809
15216,22449,2522
15217,26409,2635.9
15218,13563,2284.8
15219,10453,1834
15220,18313,1495.3
15221,29264,1819.3
15222,5664,2468.9
15223,7062,1463.7
15224,10916,2761.8
15225,953,240.3
15226,13725,2125.5
15227,29631,1871.3
15228,18503,2242.8
15229,15425,1472.1
15232,11905,5618.3
15233,3079,910
15234,14006,1737.1
15235,35104,915
15236,30938,1115.3
15237,43211,693.7
15238,12565,307.4
15239,21172,500.2
15241,21672,818.7
15243,13846,1773.3
15260,0,0
15275,4,4.5
15282,5923,17080.9
15290,0,0
15301,49802,157.7
15310,240,4.8
15311,1107,18.1
15312,3910,21
15313,382,75.8
15314,3354,76.1
15315,695,298.8
15316,220,17.2
15317,42522,364.5
15320,5388,55.9
15321,1854,375.2
15322,1636,42.1
15323,3921,21.1
15324,689,931.5
15325,249,370.5
15327,1291,24.9
15329,1499,13.5
15330,5376,47
15331,699,348.2
15332,8895,128.7
15333,1708,45.9
15334,359,49.8
15337,538,6.3
15338,1766,44.2
15340,1256,32.3
15341,755,5.6
15342,5167,622.3
15344,1398,35.8
15345,1355,24.7
15346,509,215.4
15347,250,202.2
15348,85,243.9
15349,1553,14.5
15350,590,2809.1
15351,1092,260.8
15352,722,6.2
15353,85,579.9
15357,1473,72
15358,1127,553.7
15359,218,569.4
15360,1734,24.2
15361,220,227.6
15362,685,11.4
15363,754,1280.3
15364,678,8.1
15365,225,110.7
15366,451,477.7
15367,9536,360.2
15368,357,723.5
15370,14031,36.6
15376,1436,14.6
15377,658,6.1
15378,38,199.7
15379,83,80.1
15380,690,7.3
15401,30337,211.5
15410,999,41.8
15411,693,14.2
15412,244,60.5
15413,384,263.9
15416,481,188.4
15417,7859,148.8
15419,3881,1164.1
15420,294,236.3
15421,78,112.4
15422,243,287.8
15423,2140,48.3
15424,1930,10.4
15425,18455,123.4
15427,938,39.3
15428,2010,37.9
15429,504,148.6
15430,289,315.9
15431,4360,29.1
15432,388,281.6
15433,700,18.3
15434,298,658
15435,100,203.9
15436,2538,146
15437,2821,16.9
15438,2309,79.6
15440,136,2.7
15442,2016,47.9
15443,211,34.6
15444,701,581.2
15445,2909,52.8
15446,151,151.3
15447,235,37.5
15448,190,76.9
15449,386,54.9
15450,2509,884
15451,921,37.5
15454,132,41.5
15455,693,208.4
15456,2269,112.8
15458,2704,71
15459,1713,20.2
15460,158,170.6
15461,3771,133.7
15462,188,54
15463,246,142.2
15464,1603,13.6
15465,358,124.3
15466,481,701
15467,121,74.9
15468,2647,85.6
15469,2192,25.7
15470,581,7.7
15472,141,226.6
15473,3429,60.6
15474,2246,108.4
15475,1040,342.3
15476,62,54.8
15477,833,1371.9
15478,5630,35
15479,2180,39.1
15480,1644,40.8
15482,266,95.5
15483,325,487
15484,793,282.3
15486,1886,33.4
15488,100,95.6
15489,408,127.3
15490,299,12.2
15492,214,137.1
15501,16077,47
15502,113,9.9
15510,2617,5759.2
15520,384,224.6
15521,1934,20
15522,11214,23.1
15530,4987,22.2
15531,3528,22.4
15532,149,82.3
15533,1241,15.3
15534,965,7.1
15535,2007,5
15536,326,3.8
15537,8075,27.7
15538,662,3.8
15539,280,90.2
15540,337,3
15541,3445,35.4
15542,1080,11.5
15544,131,97.6
15545,2773,22.3
15546,656,305.7
15547,955,538.7
15550,1789,12.9
15551,602,9.4
15552,5958,22.6
15554,2144,23.9
15555,89,88.6
15557,3380,14.5
15558,2096,24.3
15559,1925,16
15560,153,351
15561,134,150.3
15562,336,38
15563,2777,19.4
15564,116,82.5
15565,6,2.8
15601,56589,270.9
15610,4071,39.6
15611,266,147.5
15612,354,63.5
15613,12759,85.1
15615,216,160.8
15616,438,133.5
15617,229,178.5
15618,2312,30.6
15619,332,189.6
15620,606,256.5
15622,1288,13.9
15623,903,292.8
15624,436,346.6
15625,40,25.7
15626,4826,433.7
15627,6476,78.9
15628,464,99
15629,644,1971
15631,893,612.3
15632,9340,121.2
15633,558,76.3
15634,355,1083.4
15635,142,193.4
15636,4312,689.8
15637,1607,128.3
15638,59,147.7
15639,2057,72.7
15640,435,418
15641,492,790.1
15642,46257,387.9
15644,18369,320.3
15646,182,63.6
15647,38,182
15650,26934,140.2
15655,237,7.8
15656,9737,118
15658,8315,34.8
15660,265,394
15661,856,845.2
15662,1027,264.5
15663,550,222.6
15665,1326,574.7
15666,15017,108.7
15668,14066,242.6
15670,3114,29.5
15671,615,102.9
15672,3287,113.7
15673,1224,874.6
15674,333,457.3
15675,1165,427.6
15676,731,243.1
15677,339,5.3
15678,700,204.6
15679,2642,46.3
15680,274,767.6
15681,4705,34.1
15682,299,42.8
15683,8057,165.5
15684,353,53.4
15686,1066,37.3
15687,1178,15.2
15688,924,171.2
15689,121,128.9
15690,9239,135.4
15691,471,2080.7
15692,864,1050.7
15693,311,245.4
15695,309,237.8
15696,236,818.4
15697,2952,637.5
15698,518,139.4
15701,30535,105.1
15705,3017,5234.4
15710,198,42.3
15711,315,110.2
15712,124,37.1
15713,374,111.9
15714,4896,56.7
15715,505,282
15716,359,316.7
15717,9610,39.5
15720,284,66.1
15721,168,28.2
15722,2268,38.8
15723,12,4.3
15724,2176,20.4
15725,1280,17.2
15727,218,46.7
15728,3679,32
15729,991,20.9
15730,172,17.5
15731,291,561.4
15732,1481,19.3
15733,130,125.5
15734,398,315.3
15736,336,66
15737,117,44.3
15738,139,21.1
15739,409,837.3
15741,56,16.7
15742,989,13.3
15744,36,16.8
15745,259,78.8
15746,120,18
15747,1814,22.2
15748,6882,36.5
15750,290,161
15752,35,188.6
15753,458,4.7
15754,421,376.5
15756,219,67.8
15757,1350,6.1
15759,2900,19.6
15760,133,36.3
15761,183,186.1
15762,989,29.8
15763,15,13.5
15764,93,19.5
15765,1713,16.4
15767,14259,34.4
15770,192,16
15771,931,11.6
15772,1658,19.6
15773,476,120
15774,2842,20.1
15775,540,148
15776,46,7.9
15777,76,40.4
15778,368,202.9
15779,561,26.3
15780,109,34.1
15781,94,34.5
15783,79,22.8
15784,63,142
15801,20275,111.6
15821,91,1
15823,1246,13.4
15824,5132,29.8
15825,9652,24.1
15827,334,364
15828,211,3.3
15829,1201,14.5
15831,49,125.1
15832,247,0.8
15834,4221,8
15840,1753,39.2
15841,211,515.5
15845,2922,28.2
15846,3309,22
15847,45,715.9
15848,835,16.1
15849,1259,6.3
15851,7074,28.1
15853,6400,16.4
15856,842,8.2
15857,13029,50.1
15860,1155,3.3
15861,111,0.7
15863,134,102.3
15864,1795,17.9
15865,1066,169.8
15866,218,109.2
15868,1838,5.1
15870,1249,4.2
15901,3512,888.7
15902,11454,470.1
15904,16509,220.6
15905,20082,186.7
15906,10104,143.1
15909,4976,108.2
15920,551,26.5
15921,310,461.2
15922,112,192.6
15923,1634,24.5
15924,943,13.8
15925,157,756
15926,2564,31.2
15927,782,58.6
15928,1935,118.7
15929,130,49.3
15930,357,326.1
15931,9326,44.3
15934,0,0
15935,2981,50.4
15936,1517,22.6
15937,646,104.3
15938,2422,38.9
15940,3720,58.8
15942,1981,44.3
15943,3972,72.9
15944,3001,17.8
15945,158,393.8
15946,6675,52.8
15948,525,328.9
15949,462,141
15951,491,128.7
15952,1335,155.5
15953,77,28.4
15954,2396,45.7
15955,2194,24.9
15956,2616,122.7
15957,360,24.5
15958,2019,42.2
15960,170,62.6
15961,908,20.7
15962,398,630.2
15963,10164,43.4
16001,39892,203.2
16002,15771,83.1
16020,1201,17.1
16022,319,163.7
16023,4614,68.2
16024,301,350.1
16025,4763,33.6
16027,432,207
16028,2040,50.8
16029,910,452.9
16030,286,104.1
16033,7056,88.6
16034,1792,36.8
16035,184,81.5
16036,316,55.7
16037,4751,53.2
16038,3404,28.6
16040,933,18.7
16041,2060,27.4
16045,1130,721.2
16046,18345,310.4
16048,167,25.9
16049,3092,13.1
16050,1105,20.5
16051,3120,30.2
16052,2360,50.5
16053,3721,67.1
16054,344,81
16055,8194,82.2
16056,4260,78.2
16057,14184,61.8
16059,9155,135
16061,2729,24.7
16063,8086,184.1
16066,32425,559.8
16101,31267,174.4
16102,5441,86.3
16105,15690,236.9
16110,456,22.4
16111,1206,17.8
16112,1527,84.2
16113,363,263.5
16114,591,20.3
16115,3435,33.4
16116,2691,41
16117,15549,165
16120,2430,28.1
16121,4320,732.7
16123,2711,47.8
16124,1672,23.8
16125,17627,64.7
16127,15466,81.6
16130,2110,26.5
16131,909,15
16132,425,75.2
16133,1586,22.4
16134,3804,31
16136,777,406.8
16137,12885,45.8
16140,404,373.7
16141,1718,31.1
16142,5534,48.8
16143,1966,31
16145,2616,21.5
16146,13222,1281
16148,16693,204.5
16150,7136,118.9
16151,89,450.6
16153,2228,20
16154,1961,28
16155,131,74.7
16156,3275,24.7
16157,2872,44.3
16159,4585,63.1
16160,880,289.5
16161,581,717
16172,767,3550.4
16201,16730,57.6
16210,767,13.2
16211,66,24.7
16212,232,204.6
16213,125,403.6
16214,8744,70.4
16217,99,5.1
16218,1241,17.7
16220,99,7.7
16222,2866,18.1
16223,73,18.4
16224,969,19.2
16226,8031,53
16228,321,1630.8
16229,5549,79.8
16230,526,198.2
16232,4316,28
16233,1087,11.6
16235,1253,16.5
16236,265,1557
16238,406,1555.9
16239,4321,8.8
16240,1655,11.9
16242,4401,18.2
16244,363,74.6
16245,305,90
16246,210,239.3
16248,3127,21.3
16249,1970,29.3
16250,473,40.8
16253,125,127.2
16254,3642,29.8
16255,1821,17.3
16256,2136,21.4
16258,1652,17.4
16259,2089,17.9
16260,312,9.3
16262,2871,32.8
16263,310,32.5
16301,15063,61.4
16311,400,10.6
16312,0,0
16313,1876,6.3
16314,5354,22.5
16316,4685,39.7
16317,1334,16.9
16319,1248,13.3
16321,16,6.1
16322,102,10.8
16323,15088,58.3
16326,225,12.7
16327,2605,16.8
16328,235,186.8
16329,433,37.3
16331,96,20.5
16332,44,4.3
16333,245,16.4
16334,412,23.5
16335,27493,92.7
16340,1777,7.3
16341,1727,9
16342,2403,14
16343,601,48.8
16344,468,216.2
16345,3642,14.9
16346,3335,82.7
16347,1640,6.1
16350,2476,19.1
16351,1727,7.2
16352,205,7.1
16353,2695,7
16354,10572,32.9
16360,1333,16.9
16361,21,3.6
16362,947,13
16364,1303,14.8
16365,17423,48.3
16370,230,11.2
16371,3182,38.9
16372,565,221.2
16373,3069,14.7
16374,1592,9.3
16401,4108,28.5
16402,717,10.8
16403,6877,29.3
16404,3256,14.3
16405,552,11.3
16406,3408,16.8
16407,10915,37.2
16410,1952,33.2
16411,1406,35.4
16412,9635,46.1
16415,9784,161.9
16416,149,15
16417,8694,69.9
16420,457,3.6
16421,2422,88.7
16422,281,78.8
16423,3851,162.4
16424,4544,24.9
16426,3476,46.7
16427,178,273.9
16428,12614,66.2
16430,178,28.3
16433,5039,34.4
16434,3232,19.9
16435,1689,12.3
16436,801,6.3
16438,7246,27.3
16440,811,30
16441,9407,33
16442,3231,24.8
16443,1033,31.4
16444,917,1349.6
16475,2496,1417
16501,1553,837.7
16502,15548,2421.4
16503,15876,2517.1
16504,15922,2229.3
16505,16081,532.6
16506,24635,700.4
16507,9111,1682.2
16508,15438,2125.9
16509,27969,282.7
16510,25483,298.4
16511,11555,603.9
16546,996,3720.8
16550,0,0
16563,1556,1373.3
16601,32539,148.1
16602,28176,741
16611,2584,22.1
16613,1509,18.6
16616,154,35.7
16617,2606,680
16619,331,264
16620,338,183.7
16621,692,16.9
16622,104,5.6
16623,568,19.7
16624,190,25.3
16625,3772,45.5
16627,2254,26.9
16630,4938,334.5
16631,58,43
16633,400,1047.3
16634,275,32.3
16635,12317,83.8
16636,1012,13.9
16637,2415,47.6
16638,76,31.4
16639,1429,11.7
16640,885,24.6
16641,2557,76
16645,190,38.5
16646,2175,46.3
16647,820,12.4
16648,14593,93.8
16650,1618,13.4
16651,6034,58.9
16652,15822,35.2
16654,2353,14280.9
16655,1301,15.5
16656,1202,17
16657,1403,10.9
16659,191,45
16661,929,15.8
16662,5690,40.8
16664,2170,20.9
16665,400,330.9
16666,2945,48.5
16667,1521,32.5
16668,3502,25.5
16669,2071,7.6
16670,64,38.4
16671,424,67.1
16672,262,24.3
16673,5233,58.8
16674,469,11.6
16675,84,13.2
16677,323,41.3
16678,2399,19.1
16679,645,11
16680,323,16.9
16682,112,560.9
16683,308,6.1
16684,26,229
16685,327,11.3
16686,13746,36.1
16689,391,8.7
16691,290,3.9
16692,897,17.5
16693,4226,21.1
16694,374,34.7
16695,1034,29
16699,0,0
16701,16928,29.7
16720,1235,1.8
16724,98,101.6
16725,64,24.6
16726,537,6.2
16727,209,17.9
16729,733,18.5
16730,102,50.3
16731,2400,15.7
16732,129,8.2
16733,181,6
16734,208,114.7
16735,6158,9
16738,2321,12.5
16740,962,8.2
16743,3848,14.7
16744,224,17.1
16745,663,19.6
16746,1036,9.8
16748,2789,9.9
16749,3902,8.1
16750,605,11.2
16801,43551,541.1
16802,11663,5872.5
16803,24057,404.1
16820,1567,37.6
16821,228,63.9
16822,1865,7.2
16823,29495,91.6
16825,225,111.6
16826,383,84.3
16827,4752,101.1
16828,4633,32.1
16829,722,5.9
16830,13571,39.7
16832,289,5.2
16833,5261,29.2
16834,609,12.9
16835,258,495
16836,1085,3.4
16837,101,46.1
16838,1877,19.3
16839,505,175.4
16840,387,433
16841,6723,21.4
16843,557,296.6
16844,2518,15.7
16845,979,3.8
16847,390,122.7
16848,211,329.4
16849,108,10.6
16851,1234,255.6
16852,287,28.7
16853,328,613.2
16854,650,98.1
16855,73,15.1
16856,69,88.2
16858,3790,27
16859,467,6
16860,308,23.4
16861,270,7.4
16863,540,8.4
16864,107,6.2
16865,1308,22
16866,9868,24.3
16868,1072,272.8
16870,7735,41.4
16871,62,0.7
16872,1404,9.3
16874,1304,14.8
16875,3878,18.2
16876,246,87
16877,1966,26.9
16878,1817,24.4
16879,374,84.4
16881,2402,32.6
16882,520,6.5
16901,10686,17.9
16910,77,241.9
16911,260,25
16912,2552,44.3
16914,2392,11.9
16915,5918,9.4
16917,1076,8
16920,1859,75.5
16921,570,2.6
16922,1738,4.5
16923,1333,6.6
16925,3319,16.7
16926,1051,15.6
16927,518,12.8
16928,1476,15.5
16929,2421,21.9
16930,1166,7.1
16932,750,14.6
16933,6339,23.9
16935,1144,8.9
16936,2179,17.7
16937,121,6.7
16938,755,2.7
16939,480,448.1
16940,56,42.9
16941,110,17.5
16942,830,15
16943,407,4.4
16946,2505,14.7
16947,4515,15.5
16948,1763,6.9
16950,3309,11
17002,549,14.4
17003,12123,109.7
17004,5168,39.2
17005,290,198.9
17006,1010,5.2
17007,5963,128.6
17009,1757,451.7
17010,463,8551
17011,38061,1123.4
17013,35643,351.2
17014,180,39.8
17015,24595,85.7
17016,1027,1673.1
17017,1490,22.8
17018,4107,39.8
17019,19058,115.3
17020,8551,57.2
17021,983,6.9
17022,31175,219
17023,3362,63.3
17024,2002,24.1
17025,16883,435.1
17026,3597,56.9
17027,2600,1805
17028,3416,48.2
17029,258,72.2
17030,646,79.1
17032,7596,26.6
17033,17273,243.5
17034,2691,1281.3
17035,792,8.8
17036,21815,300.3
17037,942,16.2
17038,8409,49
17039,71,75.7
17040,2362,17.1
17041,205,140.6
17042,39095,222.9
17043,5820,1088.9
17044,20446,82.8
17045,3623,36.7
17046,31406,311.8
17047,2976,25.8
17048,3766,43.1
17049,3055,29.7
17050,41723,460.4
17051,4886,20.7
17052,1500,14.1
17053,5100,67.7
17054,178,102.6
17055,38912,383
17056,35,224.9
17057,23399,290.3
17058,1641,15.1
17059,7861,38.2
17060,1040,19.9
17061,6961,82.7
17062,4147,19.4
17063,3262,13.7
17064,979,197.7
17065,3596,92.4
17066,4995,65.6
17067,15911,130.4
17068,4335,51.2
17069,318,219.7
17070,16907,447.3
17071,124,4.5
17073,5578,75.7
17074,7289,43.6
17075,152,583.5
17076,134,212.3
17077,42,403.8
17078,22989,295
17080,307,240.3
17081,278,166.2
17082,2978,20.2
17084,4761,55.4
17086,2109,22.1
17087,2551,77.3
17088,668,155.9
17090,5464,65.3
17093,1083,835
17094,2469,32.9
17097,791,277.4
17098,2376,98.5
17099,1185,317.9
17101,2233,1654.8
17102,7716,3933.1
17103,13368,2733.1
17104,20112,2313.5
17109,25538,1414.6
17110,25905,669
17111,37332,784.9
17112,37299,207
17113,10956,1014.6
17120,0,0
17201,27638,558
17202,31703,103.6
17210,192,4.7
17211,455,6.2
17212,531,5.5
17213,638,6.4
17214,856,86.7
17215,189,12.3
17217,121,12.5
17219,486,14.1
17220,424,12
17221,488,16.2
17222,10659,63.3
17223,287,7.1
17224,1701,16.6
17225,21426,101.2
17228,1081,13
17229,1243,16.7
17232,43,713.7
17233,5357,26.3
17235,834,569.8
17236,7894,24.3
17237,1838,288.8
17238,1928,14
17239,176,6.1
17240,3752,29.8
17241,11192,38.7
17243,1314,8.4
17244,2098,30.3
17246,582,103.1
17247,419,1112.4
17249,333,558.2
17250,110,1536.3
17251,84,16.4
17252,4024,50.9
17253,349,487.8
17254,444,394.4
17255,1163,14.2
17257,28509,95.6
17260,984,10.7
17261,120,28.7
17262,902,18.3
17263,794,1117.5
17264,2322,15.4
17265,427,5.4
17266,510,149.6
17267,2805,11.2
17268,28790,142.9
17271,480,14.6
17301,4200,136.5
17302,2575,24.7
17303,395,888.8
17304,2712,43
17306,566,895.7
17307,5712,37.2
17309,1947,33
17311,168,1285.4
17313,11095,438.4
17314,6066,66.8
17315,26667,177.2
17316,8511,80.2
17317,455,911.1
17318,473,171
17319,11276,259.2
17320,8195,55.5
17321,2268,51.7
17322,5938,58.1
17323,100,584.8
17324,3846,27.9
17325,28701,88
17327,8125,68
17329,2973,65.2
17331,54091,280.6
17339,6232,89.7
17340,11409,111.8
17342,602,915.3
17343,124,67
17344,3616,1867.8
17345,7915,254.5
17347,6538,198.9
17349,7912,144.9
17350,13291,115.9
17352,1595,46.1
17353,2871,28.6
17355,335,209.9
17356,22871,264.1
17360,5996,92.4
17361,6267,793.7
17362,14229,111.9
17363,8455,88.5
17364,3830,85.1
17365,2648,49.1
17366,6099,208.1
17368,6280,129.5
17370,6114,178.3
17371,323,611.9
17372,3874,44.4
17401,18270,4745.6
17402,37967,783.5
17403,39842,747.3
17404,37699,675.7
17406,23944,189
17407,2751,718.4
17408,23623,340.5
17501,4643,1166.1
17502,2557,92.5
17504,130,2620.9
17505,1543,80.4
17506,396,1983.4
17507,108,1959.2
17508,922,1252.5
17509,4927,72.9
17512,18395,443.7
17516,4891,92
17517,15908,172.8
17518,1681,47
17519,6358,113.9
17520,5076,1068.5
17522,33800,303.4
17527,6304,115.8
17529,4663,122.7
17532,3328,60.1
17534,69,102.3
17535,3124,95.2
17536,3542,65.4
17538,7531,703.7
17540,11483,211.9
17543,45718,267.6
17545,22273,123.2
17547,8436,272.3
17550,452,1116.3
17551,10750,391.1
17552,19556,231.5
17554,7505,929.4
17555,6711,78.3
17557,15393,185.5
17560,5193,126.9
17562,4558,102.3
17563,4031,48.1
17565,2389,69.5
17566,12379,80.2
17568,200,1072.1
17569,7261,169.2
17570,301,484.8
17572,3740,88.9
17576,0,0
17578,7189,198.6
17579,6519,171.9
17581,74,75.9
17582,1639,69.1
17584,11134,290.2
17601,56411,649.8
17602,50288,790.5
17603,67601,870.4
17606,265,2359.9
17701,43363,170.8
17702,10500,66.2
17720,257,29.2
17721,1635,533.2
17723,74,2.1
17724,4705,16.6
17727,22,0.2
17728,4682,39.8
17729,105,0.4
17730,51,101.8
17731,172,5.3
17737,6617,42.4
17739,27,0.6
17740,11885,33.7
17742,58,32.2
17744,2747,47.1
17745,17792,30
17747,3474,15.8
17748,121,47.8
17749,317,366.7
17750,107,30
17751,7311,20.1
17752,4656,44.2
17754,12285,78.9
17756,12587,45.1
17758,1031,4.4
17760,607,2.9
17762,479,332.6
17763,293,6.6
17764,2337,5.5
17765,1156,4.9
17768,375,4.8
17769,36,0.4
17771,3096,5.4
17772,2380,39.6
17774,1136,15.6
17776,181,0.8
17777,6862,71.9
17778,143,0.8
17779,30,8.5
17801,16165,94.4
17810,6011,42.1
17812,1626,24.1
17813,2028,21.1
17814,4921,14.9
17815,29131,89.5
17820,5328,23.7
17821,18818,54.1
17822,17,56.6
17823,1289,14.5
17824,3746,51.5
17827,875,166.8
17829,264,140.8
17830,2009,25.2
17832,646,318.5
17834,3482,238.8
17835,106,457.5
17836,204,22.6
17837,18819,129.3
17840,406,79
17841,4465,23.5
17842,8390,40.8
17844,10113,36.6
17845,1923,11.9
17846,3845,31.7
17847,11606,96.8
17850,618,529.8
17851,7387,190.3
17853,3163,28.1
17855,818,163
17856,2709,21.4
17857,7707,111.6
17858,81,98.6
17859,2737,28
17860,2627,36.1
17861,222,177.7
17862,393,406.3
17864,2203,40.4
17865,31,27.1
17866,10065,159.4
17867,168,22.1
17868,1007,1122.7
17870,14770,124.5
17872,9257,83.1
17876,1814,383.1
17878,1456,25.6
17880,119,1058
17881,1456,203.4
17884,152,948.9
17885,256,7.7
17886,1319,648.3
17887,622,1468.6
17888,490,25.1
17889,2850,44.8
17901,22693,110.3
17920,255,43.7
17921,6836,75.4
17922,5047,63.1
17923,323,45.1
17925,320,127.8
17929,1239,421.1
17930,281,35.5
17931,8968,653.8
17933,190,610.3
17934,210,108.5
17935,1576,107.7
17936,1087,675.3
17938,2582,24.3
17941,750,11.3
17943,28,81.3
17944,169,51.6
17945,253,93.3
17946,280,63
17948,4203,84.6
17949,206,248.8
17951,339,1082.9
17952,213,47.8
17953,335,14.4
17954,4542,2482.4
17957,393,471.1
17959,1421,39.2
17960,4522,33.3
17961,6781,102.2
17963,9166,42.3
17964,814,13.6
17965,1853,640.5
17967,2279,25.5
17968,247,17.1
17970,3182,965.1
17972,11511,91.4
17974,343,1743.6
17976,6338,321.5
17978,728,41.5
17979,61,76.2
17980,2936,32.6
17981,2658,26.9
17982,405,623.1
17983,1404,198.6
17985,1386,14.6
18011,5702,128.6
18012,0,0
18013,18126,111.1
18014,12036,141.9
18015,33127,551.5
18017,40142,924.8
18018,31417,2345.3
18020,21275,631
18030,549,712.2
18031,11882,329.4
18032,9459,1817.4
18034,9270,325.1
18035,38,69.4
18036,14385,190.3
18037,7268,368.7
18038,3436,98.6
18040,17022,380.4
18041,5779,175.5
18042,43834,765.3
18045,29198,585.3
18046,142,3004.6
